Latitude,Longitude,Depth(m),E1,E2,PeakSV,Time(UTC),"Track Name"
48.640149639521,17.289118544488,0.77,40.005,19.390,181.875,2020-03-19T12:49:36,"Chart 19_03_2020 [0]"
48.640149639521,17.2891005177421,0.79,42.403,21.913,183.009,2020-03-19T12:49:38,"Chart 19_03_2020 [0]"
48.640149639521,17.2890824909962,0.82,39.015,18.825,181.922,2020-03-19T12:49:39,"Chart 19_03_2020 [0]"
48.640149639521,17.2890644642502,0.85,35.766,16.061,180.479,2020-03-19T12:49:41,"Chart 19_03_2020 [0]"
48.640149639521,17.2890464375043,0.80,30.327,13.370,176.089,2020-03-19T12:49:42,"Chart 19_03_2020 [0]"
48.640149639521,17.2890374241313,0.63,23.047,9.075,177.224,2020-03-19T12:49:44,"Chart 19_03_2020 [0]"
48.640149639521,17.2890193973853,0.65,22.858,6.874,186.362,2020-03-19T12:49:45,"Chart 19_03_2020 [0]"
48.6401675072517,17.2890013706394,0.78,34.374,12.815,190.179,2020-03-19T12:49:47,"Chart 19_03_2020 [0]"
48.6401675072517,17.2889833438934,0.84,45.893,21.812,186.355,2020-03-19T12:49:48,"Chart 19_03_2020 [0]"
48.6401675072517,17.2889653171475,0.92,56.671,31.066,184.179,2020-03-19T12:49:50,"Chart 19_03_2020 [0]"
48.6401675072517,17.2889472904015,0.95,64.687,40.407,182.967,2020-03-19T12:49:51,"Chart 19_03_2020 [0]"
48.6401675072517,17.2889292636556,1.07,64.814,40.355,183.467,2020-03-19T12:49:53,"Chart 19_03_2020 [0]"
48.6401675072517,17.2889202502826,1.09,56.925,33.899,182.118,2020-03-19T12:49:54,"Chart 19_03_2020 [0]"
48.6401675072517,17.2889022235367,1.01,50.743,31.002,178.237,2020-03-19T12:49:56,"Chart 19_03_2020 [0]"
48.6401675072517,17.2888841967907,0.99,49.592,30.092,179.209,2020-03-19T12:49:57,"Chart 19_03_2020 [0]"
48.640149639521,17.2888841967907,0.99,52.448,31.249,183.162,2020-03-19T12:49:58,"Chart 19_03_2020 [0]"
48.640149639521,17.2888661700448,1.00,51.168,29.562,181.603,2020-03-19T12:49:59,"Chart 19_03_2020 [0]"
48.640149639521,17.2888481432988,0.98,45.019,26.085,176.300,2020-03-19T12:50:00,"Chart 19_03_2020 [0]"
48.640149639521,17.2888301165529,0.88,34.979,19.849,165.717,2020-03-19T12:50:01,"Chart 19_03_2020 [0]"
48.640149639521,17.2888211031799,0.68,14.083,6.913,156.959,2020-03-19T12:50:03,"Chart 19_03_2020 [0]"
48.640131771784,17.2888030764339,0.75,1.965,0.033,161.064,2020-03-19T12:50:04,"Chart 19_03_2020 [0]"
48.640149639521,17.288785049688,0.83,2.334,0.009,162.337,2020-03-19T12:50:06,"Chart 19_03_2020 [0]"
48.640149639521,17.2887670229421,0.78,15.762,6.427,168.597,2020-03-19T12:50:08,"Chart 19_03_2020 [0]"
48.640149639521,17.2887489961961,0.76,34.872,15.992,178.653,2020-03-19T12:50:10,"Chart 19_03_2020 [0]"
48.640149639521,17.2887309694502,0.75,37.860,18.822,176.393,2020-03-19T12:50:12,"Chart 19_03_2020 [0]"
48.640149639521,17.2887129427042,0.57,28.773,12.562,173.406,2020-03-19T12:50:14,"Chart 19_03_2020 [0]"
48.640131771784,17.2887039293312,0.54,20.889,5.419,183.368,2020-03-19T12:50:16,"Chart 19_03_2020 [0]"
48.640131771784,17.2886859025853,0.53,20.063,5.738,193.956,2020-03-19T12:50:17,"Chart 19_03_2020 [0]"
48.640131771784,17.2886678758393,0.46,17.614,5.773,188.619,2020-03-19T12:50:19,"Chart 19_03_2020 [0]"
48.640131771784,17.2886498490934,0.48,7.506,2.138,186.050,2020-03-19T12:50:20,"Chart 19_03_2020 [0]"
48.640131771784,17.2886318223474,0.00,79.714,79.511,207.167,2020-03-19T12:50:22,"Chart 19_03_2020 [0]"
48.640131771784,17.2886137956015,0.73,120.618,112.232,211.324,2020-03-19T12:50:24,"Chart 19_03_2020 [0]"
48.640131771784,17.2885957688555,0.93,67.343,48.156,191.044,2020-03-19T12:50:26,"Chart 19_03_2020 [0]"
48.640131771784,17.2885867554826,0.87,50.504,32.554,181.064,2020-03-19T12:50:28,"Chart 19_03_2020 [0]"
48.640131771784,17.2885687287366,0.88,48.852,36.168,179.114,2020-03-19T12:50:29,"Chart 19_03_2020 [0]"
48.640131771784,17.2885507019907,0.79,36.560,24.983,173.801,2020-03-19T12:50:31,"Chart 19_03_2020 [0]"
48.640131771784,17.2885326752447,0.76,32.463,19.311,178.952,2020-03-19T12:50:32,"Chart 19_03_2020 [0]"
48.640131771784,17.2885146484988,0.70,41.152,25.403,184.306,2020-03-19T12:50:34,"Chart 19_03_2020 [0]"
48.640131771784,17.2884966217528,0.61,28.208,13.674,171.145,2020-03-19T12:50:35,"Chart 19_03_2020 [0]"
48.640131771784,17.2884876083798,0.62,9.349,1.768,166.968,2020-03-19T12:50:37,"Chart 19_03_2020 [0]"
48.640131771784,17.2884695816339,0.61,1.910,0.120,171.754,2020-03-19T12:50:38,"Chart 19_03_2020 [0]"
48.6401139040407,17.2884515548879,0.00,88.190,88.086,198.546,2020-03-19T12:50:39,"Chart 19_03_2020 [0]"
48.6401139040407,17.288433528142,0.00,191.416,191.416,223.000,2020-03-19T12:50:41,"Chart 19_03_2020 [0]"
48.6401139040407,17.2884155013961,0.00,207.938,207.938,222.840,2020-03-19T12:50:42,"Chart 19_03_2020 [0]"
48.6401139040407,17.2883974746501,0.00,209.247,209.247,223.771,2020-03-19T12:50:44,"Chart 19_03_2020 [0]"
48.6401139040407,17.2883794479042,0.00,208.999,208.999,224.931,2020-03-19T12:50:45,"Chart 19_03_2020 [0]"
48.6401139040407,17.2883704345312,0.00,206.908,206.908,225.000,2020-03-19T12:50:47,"Chart 19_03_2020 [0]"
48.6401139040407,17.2883524077852,0.43,155.043,152.759,218.585,2020-03-19T12:50:48,"Chart 19_03_2020 [0]"
